Property Id,Property Name,Address 1,City,Postal Code,Province,Primary Property Type - Self Selected,Number of Buildings,Year Built,Property GFA - Self-Reported (m²),ENERGY STAR Score,Site Energy Use (GJ),Weather Normalized Site Energy Use (GJ),Site EUI (GJ/m²),Weather Normalized Site EUI (GJ/m²),Source Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Source EUI (GJ/m²),Weather Normalized Source EUI (GJ/m²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/m²),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/m²),Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ),District Hot Water Use (GJ),Electricity Use – Generated from Onsite Renewable Systems (kWh),Green Power - Onsite and Offsite (kWh),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Year Ending,Unique ID
9481172,Bob Bohan Aquatic and Fitness Centre,4812 14 Av SE,Calgary,T2A OK9,Alberta,Heated Swimming Pool,1,1976,"1,641.20",,"7,637.70","7,783.80",4.65,4.74,"9,461.60","9,609.10",5.76,5.85,645.2,393.1,297.7,181.4,"510,978.10","5,798.30",,,,,2020,2020-9481172
9492075,Foothills Aquatic Centre and Bauer and Bush Arenas,2424 University DR NW,Calgary,T2N 3Y9,Alberta,Ice/Curling Rink,2,1963,"8,558",40,"20,516.90","20,896.70",2.4,2.44,"26,856.10","27,239.80",3.14,3.18,"1,941.70",226.9,722,84.4,"1,793,664.90","14,059.90",,,,,2020,2020-9492075
9493731,Frank Mccool Arena,1900 Lake Bonavista Dr SE,Calgary,T2J 4B5,Alberta,Ice/Curling Rink,1,1975,"2,295.50",76,"3,482","3,639.90",1.52,1.59,"4,491.50","4,684.20",1.96,2.04,319.9,139.4,126.1,54.9,"284,991","2,456.10",,,,,2020,2020-9493731
9493818,Optimist and George Blundun Arenas,5020 26 Av SW,Calgary,T3E 0R4,Alberta,Ice/Curling Rink,1,1972,"5,032",10,"9,744.10","9,565.60",1.94,1.9,"13,076.60","12,896.40",2.6,2.56,968.8,192.5,325.5,64.7,"945,981.60","6,338.70",,,,,2020,2020-9493818
9496797,Henry Viney and Stew Hendry Arenas,810 13 Ave NE,Calgary,T2E 8A1,Alberta,Ice/Curling Rink,1,1977,"5,036.40",32,"12,305.40","12,491.10",2.44,2.48,"16,151.10","16,338.70",3.21,3.24,"1,170.90",232.5,430.7,85.5,"1,088,546.30","8,386.80",,,,,2020,2020-9496797
9498648,Jimmie Condon and Rose Kohn Arenas,502 Heritage Dr SW,Calgary,T2V 2W2,Alberta,Ice/Curling Rink,1,1969,"5,260.10",62,"9,197.70","9,313.20",1.75,1.77,"12,285.50","12,402.20",2.34,2.36,906.1,172.3,310.4,59,"876,024.20","6,044.10",,,,,2020,2020-9498648
9499354,Shouldice Arena,1515 Home Rd NW,Calgary,T3B 5K9,Alberta,Ice/Curling Rink,1,1970,"2,185.50",31,"4,413.90","4,400.90",2.02,2.01,"5,506.30","5,498.70",2.52,2.52,378.4,173.1,170,77.8,"306,526.80","3,310.40",,,,,2020,2020-9499354
9504074,Stu Peppard Arena,5320 19 St SW,Calgary,T3E 1P1,Alberta,Ice/Curling Rink,1,1963,"3,145",2,"8,312.50","8,488.80",2.64,2.7,"10,826","11,004.10",3.44,3.5,778.7,247.6,295.5,93.9,"710,690.60","5,754.10",,,,,2020,2020-9504074
9552446,Canyon Meadows Aquatic & Fitness Centre,89 Canova Rd SW,Calgary,T2W 6G3,Alberta,Fitness Center/Health Club/Gym,1,1963,"1,953.10",,"9,590.30","9,752.60",4.91,4.99,"11,638.30","11,802.20",5.96,6.04,775.1,396.8,386.9,198.1,"570,804.20","7,535.50",,,,,2020,2020-9552446
9552651,Glenmore Aquatic Centre,5330 19 St SW,Calgary,T3E 1P2,Alberta,Heated Swimming Pool,1,1972,"1,462.80",,"8,261.10","8,415.10",5.65,5.75,"10,231","10,386.50",6.99,7.1,697.5,476.8,322.2,220.3,"551,870","6,274.50",,,,,2020,2020-9552651
9563574,Killarney Aquatic and Recreation Centre,1919 29 St SW,Calgary,T3E 2J7,Alberta,Fitness Center/Health Club/Gym,1,1964,"2,892.90",,"10,164.60","10,431",3.51,3.61,"12,407.50","12,676.50",4.29,4.38,832,287.6,406.2,140.4,"626,123.50","7,910.60",,,,,2020,2020-9563574
9563763,Renfrew Aquatic and Recreation Centre,810 13 Av NE,Calgary,T2E 8A1,Alberta,Fitness Center/Health Club/Gym,1,1969,"2,034.80",,"7,540.10","7,672.80",3.71,3.77,"9,178.70","9,312.80",4.51,4.58,613.5,301.5,302.7,148.8,"457,108.60","5,894.50",,,,,2020,2020-9563763
9565753,Shouldice Aquatic Centre,5303 Bowness Rd NW,Calgary,T3B 1C5,Alberta,Fitness Center/Health Club/Gym,1,1970,"1,549.80",,"5,269.90","5,363.70",3.4,3.46,"6,340.20","6,435",4.09,4.15,417.9,269.7,215.6,139.1,"297,563.80","4,198.70",,,,,2020,2020-9565753
9569163,Forest Lawn Building,3810 17 AV SE,Calgary,T2A 0S4,Alberta,Office,1,1979,"1,189.50",57,"1,153.30","1,191.60",0.97,1,"1,558.60","1,597.40",1.31,1.34,116.2,97.7,37.9,31.9,"115,152.50",738.8,,,,,2020,2020-9569163
9578055,East Calgary WMF Building S and T,3030 68 St SE,Calgary,T2B 0M5,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2014,"9,891.10",,"14,326.30","14,787.50",1.45,1.5,"16,363.60","16,829.40",1.65,1.7,"1,009.90",102.1,633.3,64,"553,833.60","12,332.60",,,,,2020,2020-9578055
9586833,Sarcee Administration Building,"5831 Richmond Road, SW",Calgary,T3H 3P8,Alberta,Office,1,2018,"3,762",76,"3,488.80","3,556.40",0.93,0.95,"4,719.40","4,787.70",1.25,1.27,341.9,90.9,103.7,27.6,"350,246.30","2,020.40",,58020.3,,,2020,2020-9586833
9588693,Stanley Park Office,350 42 AV SW,Calgary,T3C 1Y3,Alberta,Office,1,1976,229.5,1,844.1,886.8,3.68,3.86,951.5,995.6,4.15,4.34,57.7,251.4,38,165.6,"28,952.70",739.8,,,,,2020,2020-9588693
9588819,Roads District 5 Garage and Office,2539 33 AV SW,Calgary,T3E 7H5,Alberta,Mixed Use Property,1,1954,"2,072",,677.4,702.7,0.33,0.34,806.9,832.5,0.39,0.4,52.6,25.4,28.2,13.6,"35,879.50",548.3,,,,,2020,2020-9588819
9589240,Roads District 7 Admin Building,5603 24 ST SE,Calgary,T2C 0B4,Alberta,Office,1,1972,922,,"1,996.20","2,055.80",2.17,2.23,"2,604.50","2,656.80",2.82,2.88,187.7,203.6,70.7,76.7,"172,019.80","1,377",,,,,2020,2020-9589240
9589255,Shaganappi Tri-Services Building,3415 8 AV SW,Calgary,T3C 0E8,Alberta,Social/Meeting Hall,1,1970,"2,391",,"3,802.40","3,863.30",1.59,1.62,"4,615.80","4,658.80",1.93,1.95,307.5,128.6,153.3,64.1,"226,727.80","2,986.20",,,,,2020,2020-9589255
9601552,Spring Gardens Building G,840 32 AV NE,Calgary,T2E 4J7,Alberta,Self-Storage Facility,1,1982,"4,761.50",14,"5,766.50","5,986.40",1.21,1.26,"7,520.50","7,742.60",1.58,1.63,541.7,113.8,204.4,42.9,"496,020.10","3,980.90",,,,,2020,2020-9601552
9601861,Whitehorn Multi-Services Centre,3705 35 St NE,Calgary,T1Y 6C2,Alberta,Non-Refrigerated Warehouse,1,1982,"22,684",76,"14,425.80","14,647.30",0.64,0.65,"23,260.10","23,578.60",1.03,1.04,"1,929.40",85.1,198.7,8.8,"2,545,116.30","3,869.40",,387334.5,,,2020,2020-9601861
9619682,EMS #3,1807 MACLEOD TR SE,Calgary,T2G 2N9,Alberta,Fire Station,1,1912,"1,508.10",,"1,992.20","2,017.20",1.32,1.34,"2,716.20","2,741.50",1.8,1.82,204.2,135.4,64.2,42.6,"205,871.90","1,251.10",,,,,2020,2020-9619682
9637753,Manchester Building U,677 25 AV SE,Calgary,T2G 4K8,Alberta,Office,1,1992,"3,783.30",37,"5,124.50","5,201",1.35,1.37,"6,640.20","6,685.70",1.76,1.77,475.2,125.6,184,48.6,"428,225.50","3,583",,,,,2020,2020-9637753
9639310,Fire Station #2,1010 10 AV SW,Calgary,T2R 1M4,Alberta,Fire Station,1,1975,"1,669.90",,"2,281.50","2,373.40",1.37,1.42,"2,879","2,971.80",1.72,1.78,200.4,120,86.1,51.6,"168,042.20","1,676.60",,,,,2020,2020-9639310
9640461,Fire Station #4,1991 18 AV NE,Calgary,T2E 8E1,Alberta,Fire Station,1,2003,"1,385.40",,"2,197.10","2,238.80",1.59,1.62,"2,792.90","2,835",2.02,2.05,195.9,141.4,81.8,59,"167,806.90","1,593",,,,,2020,2020-9640461
9642577,Fire Station #5,3129 14 ST SW,Calgary,T2T 3V8,Alberta,Fire Station,1,2012,"2,110.40",,"2,122.40","2,198.30",1.01,1.04,"2,878.10","2,954.80",1.36,1.4,214.6,101.7,68.5,32.5,"214,808.80","1,333.70",,4268.1,,,2020,2020-9642577
9649332,Fire Station #7,2708 4 ST NW,Calgary,T2M 3A3,Alberta,Fire Station,1,2016,"1,895.20",,"1,581.20","1,624.60",0.83,0.86,"1,979.70","2,026.40",1.04,1.07,130.4,68.8,54,28.5,"112,259.20","1,052.30",,38990,,,2020,2020-9649332
9662776,Fire Station #8,1720 45 ST SW,Calgary,T3C 2C3,Alberta,Fire Station,1,1979,"1,132.70",,"1,140.50","1,182.60",1.01,1.04,"1,536.70","1,579.20",1.36,1.39,114.3,100.9,37.8,33.3,"112,512",735.5,,,,,2020,2020-9662776
9664992,Fire Station #9,2515 78 AV SE,Calgary,T2C 3B7,Alberta,Fire Station,1,1978,"1,072.20",,"1,154.90","1,169.90",1.08,1.09,"1,555.90","1,566.50",1.45,1.46,115.7,107.9,38.3,35.7,"113,872.40",745,,,,,2020,2020-9664992
9769634,Fire Station #11,5506 4 ST SW,Calgary,T3E 1P1,Alberta,Fire Station,1,2014,"2,319.50",,"2,227.80","2,292.50",0.96,0.99,"3,077.30","3,142.60",1.33,1.35,234.2,101,69.7,30,"241,873.50","1,357.10",,,,,2020,2020-9769634
9787562,Fire Station #12,123 44 ST SE,Calgary,T2A 3E2,Alberta,Fire Station,1,1973,971.9,,"1,369.70","1,401.60",1.41,1.44,"1,898.80","1,931",1.95,1.99,144.9,149.1,42.5,43.7,"150,690.70",827.3,,,,,2020,2020-9787562
9846129,Fire Station #14,9840 Horton Rd SW,Calgary,T2V 5H5,Alberta,Fire Station,1,1989,963.3,,"1,023.50","1,043.60",1.06,1.08,"1,350.30","1,370.70",1.4,1.42,98.4,102.1,35.4,36.8,"92,579.20",690.2,,,,,2020,2020-9846129
9848101,Fire Station #15,6328 35 AV NW,Calgary,T3B 1S4,Alberta,Fire Station,1,1961,793.1,,694.6,713.2,0.88,0.9,974.3,992,1.23,1.25,75.2,94.8,20.9,26.4,"79,749.90",407.5,,,,,2020,2020-9848101
9959373,Fire Station #16,4124 11 ST SE,Calgary,T2G 3H2,Alberta,Fire Station,1,1988,"4,111",,"4,078","4,202.60",0.99,1.02,"5,539.90","5,644.50",1.35,1.37,415.2,101,132.6,32.3,"415,560.80","2,582",,,,,2020,2020-9959373
9988886,Fire Station #17,3740 32 AV NW,Calgary,T2N 1N8,Alberta,Fire Station,1,1970,978.6,,"1,872.60","1,951.40",1.91,1.99,"2,272.60","2,352.30",2.32,2.4,151.4,154.7,75.5,77.2,"111,506.70","1,471.20",,,,,2020,2020-9988886
9997794,Fire Station #18,415 68 Ave NW,Calgary,T2K 5J6,Alberta,Fire Station,1,1975,"1,057.10",,962.5,979.8,0.91,0.93,"1,271.60","1,289.10",1.2,1.22,92.8,87.8,33.2,31.4,"87,577.70",647.3,,,,,2020,2020-9997794
10002717,Fire Station #10,1909 16 AV NW,Calgary,T2M 4V8,Alberta,Fire Station,1,1996,"1,758.80",,"1,253.10","1,296.70",0.71,0.74,"1,712","1,756",0.97,1,129,73.3,40.2,22.9,"130,523.20",783.3,,,,,2020,2020-10002717
10154586,Corporate Warehouse,2340 22 ST NE,Calgary,T2E 8L9,Alberta,Non-Refrigerated Warehouse,1,1985,"10,640",79,"7,616.90","7,863.90",0.72,0.74,"8,961.90","9,234.90",0.84,0.87,550.9,51.8,297.7,28,"372,406","5,797.80",,146971.3,,,2020,2020-10154586
10170296,Emergency Operations Centre,673 1 ST NE,Calgary,T2E 6R2,Alberta,Office,1,2012,"5,213.20",1,"17,887.20","17,926.30",3.43,3.44,"33,638.90","33,678.40",6.45,6.46,"3,173.20",608.7,76.8,14.7,"4,553,637.50","1,494.80",,,,,2020,2020-10170296
10176477,Manchester Building A,651B 25 AV SE,Calgary,T2G 4K8,Alberta,Non-Refrigerated Warehouse,1,1975,"5,663",91,"4,948.40","5,129.70",0.87,0.91,"6,316.50","6,496.10",1.12,1.15,445,78.6,182.8,32.3,"385,586.30","3,560.30",,,,,2020,2020-10176477
10176804,Acadia Aquatic & Fitness Centre,9009 Fairmount Dr SE,Calgary,T2H 0Z4,Alberta,Heated Swimming Pool,1,2010,"1,838",,"4,403.90","4,526.10",2.4,2.46,"5,548","5,671.40",3.02,3.09,385.4,209.7,166.7,90.7,"321,668.80","3,246",,,,,2020,2020-10176804
10260523,Fire Station #19,13807 Parkland Blvd SE,Calgary,T2J 6X3,Alberta,Fire Station,1,1975,"1,066.20",,"1,223.70","1,245.90",1.15,1.17,"1,580.90","1,603.40",1.48,1.5,112.8,105.8,44.2,41.4,"100,896.20",860.5,,,,,2020,2020-10260523
10263307,Fire Station #20,2800 PEACEKEEPERS WY SW,Calgary,T3E 7B2,Alberta,Fire Station,1,1977,"1,101.10",,"1,342.90","1,369.10",1.22,1.24,"1,812.50","1,841.20",1.65,1.67,135,122.6,44.3,40.2,"133,393.40",862.7,,,,,2020,2020-10263307
10265387,Fire Station #21,209 Silvergrove Dr NW,Calgary,T3B 5A4,Alberta,Fire Station,1,1977,"1,095.20",,"1,435.50","1,430.80",1.31,1.31,"1,986.30","1,981.60",1.81,1.81,151.4,138.2,44.7,40.8,"156,864.80",870.8,,,,,2020,2020-10265387
10277262,Fire Station #22,7199 Temple Dr NE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1979,"1,104.60",,"1,255.80","1,286.10",1.14,1.16,"1,595.10","1,630.40",1.44,1.48,111.5,100.9,46.5,42.1,"95,578.60",905.2,,1797.7,,,2020,2020-10277262
10287290,Fire Station #23,2727 26 AV SE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1950,"1,112.10",,"1,334","1,376.30",1.2,1.24,"1,723.70","1,764.30",1.55,1.59,123,110.6,48.2,43.3,"110,038.90",937.9,,,,,2020,2020-10287290
10417704,Beltline Aquatic & Fitness Centre,221 12 Av SW,Calgary,T2R 0G9,Alberta,Fitness Center/Health Club/Gym,1,1988,"1,806.50",,"3,975.20","4,029.30",2.2,2.23,"4,954.50","5,009.20",2.74,2.77,340.2,188.3,153.3,84.9,"274,731.70","2,986.30",,,,,2020,2020-10417704
10417915,Inglewood Aquatic Centre,1525 17 Av SW,Calgary,T2G 1J9,Alberta,Other - Recreation,1,1966,"1,418.40",,"2,663","2,725",1.88,1.92,"3,256.50","3,319.10",2.3,2.34,218.8,154.3,106.1,74.8,"165,755","2,066.30",,,,,2020,2020-10417915
10417930,Stoney Transit Facility,1921 128 Ave NE,Calgary,T3K 0S5,Alberta,Distribution Center,1,2018,"44,228.30",1,"101,625.50","101,625.50",2.3,2.3,"106,447.70","106,447.70",2.41,2.41,"5,769.50",130.4,"5,012.70",113.3,"1,112,911.20","97,619.20",,,,,2020,2020-10417930
10439156,Bowmont Civic Building,5000 Bowness Civic Building,Calgary,T3B 0B9,Alberta,Office,1,1974,832,61,835,858.6,1,1.03,"1,085.90","1,111.10",1.31,1.34,78,93.7,29.8,35.8,"70,920.60",579.7,,,,,2020,2020-10439156
10439375,Fire Station #42,275 Tuscany Way NW,Calgary,T3L 2Y8,Alberta,Fire Station,1,2018,"1,459.30",,"1,851.50","1,859.10",1.27,1.27,"2,445.60","2,453.30",1.68,1.68,174.4,119.5,59.8,41,"168,522.50","1,165.50",,22041.4,,,2020,2020-10439375
10531101,Fire Station #34,16 Royal Vista Way NW,Calgary,T3R 0N2,Alberta,Fire Station,1,2015,"2,257.90",,"4,077.90","4,095.10",1.81,1.81,"5,068.60","5,086",2.24,2.25,346.9,153.7,158.1,70,"277,774.40","3,078",,,,,2020,2020-10531101
10536854,Fire Station #37,2511 Eversyde Ave SW,Calgary,T2Y 5G9,Alberta,Fire Station,1,2013,"1,668.40",,"2,683.20","2,722.60",1.61,1.63,"3,515.60","3,555.30",2.11,2.13,254.4,152.5,94.2,56.5,"235,532","1,835.40",,,,,2020,2020-10536854
10536957,Ralph Klein Park Interpretative Centre,12350 84 St SE,Calgary,T3S 0A4,Alberta,Museum,1,2012,"2,048.60",,"3,300.20","3,443.60",1.61,1.68,"4,300.30","4,457.90",2.1,2.18,309.5,151.1,117.2,57.2,"282,803.90","2,282.10",,,,,2020,2020-10536957
10536969,Fire Station #33,3800 69 ST SW,Calgary,T3H 3E4,Alberta,Fire Station,1,2009,"1,907.70",,"1,800.80","1,812.30",0.94,0.95,"2,283","2,295.10",1.2,1.2,159.7,83.7,67.4,35.3,"135,729.60","1,312.20",,,,,2020,2020-10536969
10543320,Fire Station #39,4199 114 AV SE,Calgary,T2Z 0H3,Alberta,Fire Station,1,2012,"1,842.20",,"1,922.60","1,989.70",1.04,1.08,"2,614.40","2,682.20",1.42,1.46,196.1,106.5,62.4,33.9,"196,676.60","1,214.60",,,,,2020,2020-10543320
10544403,Fire Station #40,12920 Symons Valley Rd NW,Calgary,T3P 0A3,Alberta,Fire Station,1,2013,"1,487.60",,"1,904.50","1,955.50",1.28,1.31,"2,497.40","2,548.90",1.68,1.71,180.9,121.6,66.8,44.9,"167,788.30","1,300.50",,,,,2020,2020-10544403
21988595,Apparatus Repair Shop and Spare Apparatus Shop,1725 18 AV NE,Calgary,T2N 2H8,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2011,"6,632",,"6,596.70","6,841.30",0.99,1.03,"8,757.20","9,004.30",1.32,1.36,642,96.8,225.5,34,"612,476.10","4,391.80",,,,,2020,2020-21988595
21988596,Calgary Soccer Centre and Annex,7000 48 ST SE,Calgary,T2C 4E1,Alberta,Indoor Arena,2,1990,"16,258",,"18,781.20","19,598.30",1.16,1.21,"22,508.60","23,333.90",1.38,1.44,"1,476.90",90.8,773.1,47.6,"1,035,014","15,055.30",,,,,2020,2020-21988596
21988597,"Manchester Building E - North and South Tower, Annex",2808 SPILLER RD SE,Calgary,T2G 4H3,Alberta,Office,3,1956,"6,987.70",,"24,965.90","25,560.60",3.57,3.66,"36,612","37,212.70",5.24,5.33,"2,932",419.6,666,95.3,"3,332,440.90","12,969.60",,,,,2020,2020-21988597
21988599,McHugh House,102 17 AV SW,Calgary,T2S 0A1,Alberta,Other - Public Services,1,1896,269.9,,223.1,232.6,0.83,0.86,262.2,271.4,0.97,1.01,16.8,62.2,9.5,35.1,"10,765.80",184.4,,,,,2020,2020-21988599
21988600,Fire Station #41,3790 SETON DR SE,Calgary,T3M 0M2,Alberta,Fire Station,1,2014,"2,129",,"3,373.20","3,421.70",1.58,1.61,"4,262.80","4,296.90",2,2.02,297.1,139.6,126.9,59.6,"250,263.80","2,472.30",,,,,2020,2020-21988600
21988601,Sarcee Salt Storage Building,102 Westhills Way SW,Calgary,T3H 3M4,Alberta,Other,1,1962,"4,257.90",,399.4,413.3,0.09,0.1,782.7,810,0.18,0.19,75.4,17.7,0,0,"110,938",,,,,,2020,2020-21988601
21988602,Wildflower Arts Centre,3363 SPRUCE DR SW,Calgary,T3C 3A3,Alberta,Performing Arts,1,1900,"1,160.90",,"1,464.60","1,522.30",1.26,1.31,"1,902","1,960.30",1.64,1.69,136.4,117.5,52.4,45.1,"123,617.70","1,019.60",,,,,2020,2020-21988602
21988603,Animal Services Centre,2201 PORTLAND ST SE,Calgary,T2G 4M7,Alberta,Office,1,2000,"2,142.60",1,"7,773.10","7,976.50",3.63,3.72,"9,650.50","9,824.70",4.5,4.59,659.7,307.9,301.9,140.9,"526,247.70","5,878.60",,,,,2020,2020-21988603
21988605,Fire Station #35,11280 VALLEY RIDGE BV NW,Calgary,T3B 5Y6,Alberta,Fire Station,1,2009,"1,669.50",,"2,300.30","2,289.90",1.38,1.37,"2,827.10","2,816.50",1.69,1.69,191.1,114.4,90.9,54.4,"147,295","1,770.10",,,,,2020,2020-21988605
21988606,Sir Winston Churchill Aquatic and Recreation Centre,1520 NORTHMOUNT DR NW,Calgary,T2L 0G6,Alberta,Fitness Center/Health Club/Gym,1,1976,"1,588.40",,"7,971.50","7,971.50",5.02,5.02,"9,677.70","9,677.70",6.09,6.09,644.8,406.1,321.4,202.4,"475,591","6,259.40",,,,,2020,2020-21988606
21988608,North Area Office,905 30 AV NW,Calgary,T2K 0A2,Alberta,Office,1,1976,525.4,65,465.6,485.9,0.89,0.92,663,688.7,1.26,1.31,51.8,98.6,13.5,25.7,"56,349.80",262.8,,,,,2020,2020-21988608
21988609,Historic Holy Angels School,2105 CLIFF ST SW,Calgary,T2S 2G4,Alberta,Office,1,1919,"1,388.30",7,"3,191.10","3,339.60",2.3,2.41,"3,585.30","3,735.20",2.58,2.69,216.3,155.8,144.3,103.9,"105,920.80","2,809.80",,,,,2020,2020-21988609
21988611,Lakeview Clubhouse,5840 19 ST SW,Calgary,T3E 3H3,Alberta,Other - Recreation,1,1965,113.1,,158.2,161.2,1.4,1.43,310,316,2.74,2.79,29.9,264.3,0,0,"43,938.20",,,,,,2020,2020-21988611
21988613,EMS #5,4824 4 ST NW,Calgary,T2K 6K8,Alberta,Fire Station,1,1994,378.5,,424.4,436.7,1.12,1.16,500.7,511.5,1.32,1.35,32.2,85.2,17.9,47.4,"21,054.10",348.6,,,,,2020,2020-21988613
21988614,EMS #15,5010 BOWNESS RD NW,Calgary,T3B 0B9,Alberta,Other - Public Services,1,1975,419.6,,620.9,648.7,1.48,1.55,754.7,782.7,1.8,1.87,50.3,120,25,59.6,"37,287.50",486.7,,,,,2020,2020-21988614
21988616,Parks Administration Office,1011 52 ST SE,Calgary,T2A 4M6,Alberta,Office,1,1976,352.7,22,520.9,538.7,1.48,1.53,725.5,744.1,2.06,2.11,55.6,157.7,16,45.3,"58,327",310.9,,,,,2020,2020-21988616
21988617,Southland Leisure Centre,2000 SOUTHLAND DR SW,Calgary,T2V 4S4,Alberta,Fitness Center/Health Club/Gym,1,1982,"14,418.80",,"34,694","35,340.40",2.41,2.45,"44,375.50","45,028.50",3.08,3.12,"3,104.60",215.3,"1,247.40",86.5,"2,731,173.90","24,292.30",,158292.4,,,2020,2020-21988617
21988618,Fire Station #30,6 MCKENZIE TOWNE GA SE,Calgary,T2Z 0N2,Alberta,Fire Station,1,1998,"1,317",,"2,186.30","2,223.40",1.66,1.69,"2,841.50","2,879",2.16,2.19,203.8,154.7,77.8,59.1,"185,207.10","1,515.70",,1097.2,,,2020,2020-21988618
21988619,Fire Station #28,7925 EDGEMONT BV NW,Calgary,T3A 4M8,Alberta,Fire Station,1,1987,945.1,,"1,534","1,589.60",1.62,1.68,"1,941.20","1,997.30",2.05,2.11,135.5,143.4,57.6,60.9,"114,580","1,121.50",,,,,2020,2020-21988619
21988620,Village Square Leisure Centre,2623 56 ST NE,Calgary,T1Y 5J1,Alberta,Fitness Center/Health Club/Gym,1,1900,"13,072.60",,"69,438.70","70,916.30",5.31,5.42,"72,898","74,390.30",5.58,5.69,"3,966",303.4,"3,416.20",261.3,"808,479.60","66,528.30",,,,,2020,2020-21988620
21988621,EMS #4,16 MONCTON RD NE,Calgary,T2E 5R1,Alberta,Other - Public Services,1,1975,"1,069.80",,"1,379.10","1,438.70",1.29,1.34,"1,638","1,701",1.53,1.59,106.3,99.4,57.6,53.8,"71,651.50","1,121.20",,,,,2020,2020-21988621
21988622,Fire Station #29,7027 COACH HILL RD SW,Calgary,T3H 3R7,Alberta,Fire Station,1,1988,927.8,,"1,046.40","1,070.50",1.13,1.15,"1,394.60","1,419",1.5,1.53,102.6,110.6,35.5,38.2,"98,752.40",690.9,,,,,2020,2020-21988622
21988623,Corral Operations Depot,5510 23 AV SE,Calgary,T2B 3E2,Alberta,Other - Public Services,1,2001,260.1,,541.7,550.3,2.08,2.12,884.9,893.5,3.4,3.43,76.7,294.9,9.6,36.8,"98,752.40",186.3,,,,,2020,2020-21988623
21988624,Senior Services,311 34 AV SE,Calgary,T2G 1T7,Alberta,Office,1,1960,767.6,39,"1,120.10","1,168.50",1.46,1.52,"1,259.90","1,308.70",1.64,1.71,76.1,99.2,50.6,65.9,"37,589.70",984.8,,,,,2020,2020-21988624
21988625,Fire Station #25,4705 76 AV SE,Calgary,T2C 2X1,Alberta,Fire Station,1,1982,"1,108.10",,"1,544.20","1,591.60",1.39,1.44,"1,887.20","1,935",1.7,1.75,126.7,114.4,61.6,55.6,"95,780.60","1,199.40",,,,,2020,2020-21988625
21988627,EMS #6,1940 WESTMOUNT BV NW,Calgary,T2N 3G8,Alberta,Other - Public Services,1,1964,425.1,,934.9,975.6,2.2,2.3,"1,031.10","1,072.20",2.43,2.52,60.6,142.5,43.3,101.9,"25,389.70",843.5,,,,,2020,2020-21988627
21988628,Fire Station #24,2607 106 AV SW,Calgary,T2W 4H7,Alberta,Fire Station,1,1978,"1,108.10",,"1,118.70","1,150.50",1.01,1.04,"1,503.20","1,534.40",1.36,1.38,111.2,100.4,37,33.4,"109,173.90",720.7,,1398.4,,,2020,2020-21988628
21988629,Fire Station #36,10071 HIDDEN VALLEY DR NW,Calgary,T3A 5G1,Alberta,Fire Station,1,1988,204.4,,351.7,364.7,1.72,1.78,438,449.6,2.14,2.2,30,147,13.6,66.5,"24,203.70",264.5,,,,,2020,2020-21988629
9640461,Fire Station #4,1991 18 AV NE,Calgary,T2E 8E1,Alberta,Fire Station,1,2003,1385,,1975,1946,1.43,1.40,2560,2195,1.85,1.81,175,126.1,70,50.7,168283,1369,,,168283,78,2022,2022-9640461
9642577,Fire Station #5,3129 14 ST SW,Calgary,T2T 3V8,Alberta,Fire Station,1,2012,2110,,2456,2467,1.16,1.17,3206,1225,1.52,1.52,220,104.4,86,40.5,217497,1665,,2334,219831,102,2022,2022-9642577
9649332,Fire Station #7,2708 4 ST NW,Calgary,T2M 3A3,Alberta,Fire Station,1,2016,1895,,2109,2195,1.11,1.16,2657,1174,1.40,1.45,169,89.4,74,38.8,154617,1432,,34816,187933,87,2022,2022-9649332
9662776,Fire Station #8,1720 45 ST SW,Calgary,T3C 2C3,Alberta,Fire Station,1,1979,1133,,1241,1225,1.10,1.08,1619,2346,1.43,1.41,111,98.3,44,38.4,109528,846,,,109528,51,2022,2022-9662776
21988624,Senior Services,311 34 AV SE,Calgary,T2G 1T7,Alberta,Office,1,1960,768,59,865,968,1.13,1.26,976,1084,1.27,1.41,54,69.8,41,52.8,21113,789,,,21113,10,2023,2023-21988624
9589255,Shaganappi Tri-Services Building,3415 8 AV SW,Calgary,T3C0E8,Alberta,Social/Meeting Hall,1,1970,2391,,3724,3921,1.56,1.64,4698,4866,1.96,2.04,309,129.3,141,59.0,270855,2749,,,270855,126,2023,2023-9589255
9565753,Shouldice Aquatic Centre,5303 Bowness Rd NW,Calgary,T3B1C5,Alberta,Fitness Center/Health Club/Gym,1,1970,1550,,6320,6727,4.08,4.34,7928,8360,5.12,5.39,517,333.9,243,156.5,443352,4724,,,443352,206,2023,2023-9565753
